,asin,rating,title,title_len,vote,summary_len,category_count,review_count,verified_true_ratio,also_buy_count,also_view_count,brand,main_cat,price,rankElectronics,review_text_len,percentage_positive
1485,B002ONSRA6,4.310344827586207,Pioneer Multi Region Code Free 1080P HDMI Upscaling DVD Player W/ USB Input,13,18.8,15,58,58,0.9482758620689655,58,58,Pioneer,Home Audio & Theater,4.56,24223.0,90.37931034482759,0.8275862068965517
1486,B002OO3NDQ,3.2222222222222223,n&uuml;vi 765T 4.3&quot; GPS Navigator - North America,8,9.333333333333334,2,9,9,0.1111111111111111,9,9,Garmin,Car Electronics,79.99,505320.0,293.6666666666667,0.4444444444444444
1487,B002P54QMQ,4.230769230769231,HD900/5 JL Audio 5 Channel 900 Watt HD series Amplifier,10,17.0,1,13,13,0.7692307692307693,13,13,JL Audio,Car Electronics,868.99,174121.0,121.46153846153847,0.8461538461538461
1488,B002P8M5G2,3.0833333333333335,"Crosley CR2413A-BK Memory Master II Turntable with Radio, CD Player/Recorder, Cassette and Aux-In, Black",14,15.0,5,12,12,0.9166666666666666,12,12,Crosley,Home Audio & Theater,249.5,71358.0,51.0,0.5
1489,B002PNQ9RS,3.64,200 Pieces Black 12&quot; Inch Nylon Cable Straps Zip Ties Wire Networking Cord,13,12.0,2,50,50,0.94,50,50,Valley,Home Audio & Theater,6.85,98605.0,23.32,0.66
1490,B002PXEG6E,3.1875,Insignia - CD Boombox with AM/FM Tuner - Black,9,4.8,9,16,16,0.6875,16,16,Insignia,Home Audio & Theater,29.57,83247.0,53.0,0.5
1491,B002Q0W80W,4.553191489361702,XM XADH1 Universal Dock-and-Play Home Kit (Black),7,6.5,2,47,47,0.9787234042553191,47,47,SiriusXM,Car Electronics,6.04,90250.0,35.8936170212766,0.9361702127659575
1492,B002Q0W81Q,3.757575757575758,SIRIUS Stratus 6 Dock-and-Play Radio with Car Kit (Black),9,8.444444444444445,2,33,33,0.8484848484848485,33,33,SiriusXM,Car Electronics,7.43,137085.0,83.84848484848484,0.6363636363636364
1493,B002Q0W820,4.3125,Sirius SADV2 Universal Dock-and-Play Vehicle Kit with PowerConnect (Black),9,9.0,1,48,48,1.0,48,48,SiriusXM,Car Electronics,6.04,66832.0,38.25,0.7916666666666666
1494,B002QENGVS,4.111111111111111,"11.1V,4800mAh,Li-ion,Replacement Laptop Battery for ACER Aspire Aspire 5910G, 5715, 5730, 5739, 5739G-6132, 5739G-6959, 5935, 7535, 7735, 7735Z, 7738, Extensa",19,,9,27,27,1.0,27,27,CBD,Computers,2.0,180055.0,36.96296296296296,0.6666666666666666
1495,B002QSDO5W,4.1,"Pwr+ UL Listed 65W 45W Charger for HP-Pavilion-15 TouchSmart 15 15t 15z Envy Elitebook 720-G2, 725-G3, 745-G3, 755-G3, 820-G3, 840-G3, 850-G3, Elite X2 1011, Folio 1020 1040 ProBook 215-G1, 250-G2",30,2.0,7,10,10,1.0,10,10,PWR+,Home Audio & Theater,19.99,152176.0,61.7,0.7
1496,B002QUZHWS,4.089887640449438,Planet Audio TQ622 6.5-Inch 2-Way Poly Injection cone Speaker System (Black),11,4.666666666666667,5,89,89,0.9325842696629213,89,89,Planet Audio,Car Electronics,1.96,235647.0,77.23595505617978,0.8089887640449438
1497,B002QUZHXM,4.020408163265306,"Planet Audio Half-DIN, Band Car Equalizer, Subwoofer Output with Adjustable Filter, fixed bands",13,4.625,6,49,49,0.9387755102040817,49,49,Planet Audio,Car Electronics,6.04,120521.0,38.55102040816327,0.7142857142857143
1498,B002RCDKVK,3.53125,RCA DRC69705 7-Inch Dual Screen Mobile DVD System,8,6.0,1,32,32,0.65625,32,32,RCA,All Electronics,5.2,18209.0,81.9375,0.59375
1499,B002RE87UC,4.125,NEW AUDIOPIPE AP-15001D 1500 Watt MONO Class-D Audio Amplifier Amp AP15001D,11,4.333333333333333,9,8,8,0.875,8,8,Audiopipe,Car Electronics,9.06,344725.0,106.875,0.875
1500,B002RTDPDQ,4.857142857142857,"Pwr Laptop Replacement Adapter 90W Compatible with Elite X2 1011, Folio 1020, 1040; X360 310-G2; Slatebook 14 Sleekbook Charger Laptop Extra Long 12 Ft Power Cord",26,2.0,6,7,7,1.0,7,7,PWR+,Computers,19.99,203781.0,19.571428571428573,1.0
1501,B002RU92Z0,3.8333333333333335,Pyle PLA4278 4-Channel 2000 Watt Bridgeable MOSFET Amplifier,8,4.4,3,42,42,0.9285714285714286,42,42,Pyle,Car Electronics,68.4,115807.0,39.857142857142854,0.7142857142857143
1502,B002SXF4CQ,4.5,HP 17-inch LCD Monitor LA1751G,5,,2,6,6,1.0,6,6,HP,Home Audio & Theater,5.58,147683.0,31.0,0.8333333333333334
1503,B002T0G8TQ,4.384615384615385,WLanParts Antenna Wall Mount Bracket,5,4.0,2,13,13,1.0,13,13,WLanParts,Computers,8.99,38309.0,21.53846153846154,0.9230769230769231
1504,B002T4D3L8,4.095338983050848,"TP-Link SafeStream TL-480T+ 10/100 Broadband Desktop/Rackmount Loadbalance Router, 150M NAT throughput, 30k Concurrent Sessions, VLAN, Multi-NAT, 4 WAN Load balance or auto failover",23,7.145631067961165,10,472,472,0.9533898305084746,472,472,TP-LINK,All Electronics,4.14,26314.0,87.05084745762711,0.7309322033898306
1505,B002TBAFAI,3.891304347826087,Asus Eee PC 1005 AL31-1005 AL32-1005 1005HAGB 1005HA 1005H 1005HAB 1005HA-A 1101HA 1101HAB 1101HGO 1104HA 1106HA Series 6-cells Replacement NetBook High Capacity Notebook Battery Black,25,9.75,2,92,92,0.9565217391304348,92,92,Battery1inc,Computers,16.99,78061.0,42.02173913043478,0.7065217391304348
1506,B002TLTGGM,3.891891891891892,Apple Time Capsule MC343LL/A 1TB Sim DualBand [OLD VERSION],9,15.5,10,37,37,0.6216216216216216,37,37,Apple,All Electronics,101.94,230847.0,221.13513513513513,0.6756756756756757
1507,B002TLTGJ4,3.875,Apple Time Capsule MC344LL/A 2TB [OLD VERSION],7,6.5,4,8,8,0.625,8,8,Apple,All Electronics,117.99,349492.0,176.0,0.625
1508,B002TWXI6U,4.7368421052631575,Monoprice 25ft 16AWG Power Extension Cord Cable - SJT 16/3C NEMA 5-15P TO NEMA 5-15R (13A/125V) AP301+SP506 - Black,19,,2,19,19,0.9473684210526315,19,19,Monoprice,Home Audio & Theater,14.22,83810.0,20.0,1.0
1509,B002UEW8AO,4.8125,Pwr Laptop Charger Replacement Power Adapter 65W Compatible with Acer Acer Aspire 5349 5742 5750 5552 5560 5720 5733 5749 5755 5920 1410 4339 4830t 5733z 5750z; Acer Chromebook 11 CB3-111,31,2.0,1,16,16,1.0,16,16,PWR+,Computers,19.99,84131.0,39.625,1.0
1510,B002UGZ22I,4.631578947368421,Pwr UL Listed 40W AC Adapter for Lenovo Ideapad S10 S300 S400 S405 N585 G585 S205-1038 U310-4375 S10-3-0647 S12-2959 0225a2040 Adp-40nh B Charger Laptop 12 Ft Power Cord: !Check Connector Photo!,31,3.0,13,19,19,1.0,19,19,PWR+,Computers,18.99,89503.0,25.157894736842106,1.0
1511,B002UL0XH2,3.757575757575758,Pyle Home PAMP1000 160 Watt 2 Channel Home Stereo Power Amplifier,11,13.6,5,33,33,0.9393939393939394,33,33,Pyle,Home Audio & Theater,8.4,89861.0,92.39393939393939,0.696969696969697
1512,B002UL0XIQ,4.2,"Pyle 8-Channel Home Theater Amplifier Rack Mount Amp, Black, 8000 Watt (PT8000CH)",12,8.0,4,45,45,0.9333333333333333,45,45,Pyle,Home Audio & Theater,13.34,34325.0,95.77777777777777,0.7777777777777778
1513,B002UL7YBA,4.35, Lanzar MXA284 5000 Watt 2 Channel Bridgeable MOSFET Amplifier,9,4.5,3,20,20,1.0,20,20,Lanzar,Car Electronics,12.4,122865.0,36.4,0.9
1514,B002UL7YII,4.09375,"Pyle Motorcycle Two 3 Inch Speakers, 50 Watt, All-Terrain, Weatherproof Speaker and Amplifier Sound System, Handlebar Mount, FM Radio for ATV, Snowmobile, Scooter, Boat, Waverunner, Jetski (PLMCA20)",27,2.5,2,32,32,1.0,32,32,Pyle,Car Electronics,6.04,60688.0,69.8125,0.75
1515,B002V15ZRO,4.571428571428571,Li-ion Battery for Gateway w35044lb w35044lb-sy w35052lb w35052lb-sy,8,3.0,1,21,21,0.9523809523809523,21,21,SIB,Computers,17.99,98946.0,15.238095238095237,0.8571428571428571
1516,B002V19714,4.483870967741935, AC Adapter Power Supply Charger+Cord for Dell Inspiron 1420 1501 1520 1521 1525 6000 600m 6400 700m 8600 E1405 E1505,20,2.0,2,31,31,1.0,31,31,SIB,Computers,13.59,146148.0,31.806451612903224,0.9032258064516129
1517,B002V1ARKE,4.333333333333333,Battery for Dell Inspiron 500m 600m c1295 3r305,8,,8,6,6,1.0,6,6,Exxact Parts Solution,Computers,17.99,104482.0,32.166666666666664,0.8333333333333334
1518,B002V1B0N2,4.222222222222222, NEW Laptop/Notebook AC Adapter/Battery Charger Power Supply Cord for Gateway 6500946 PA-1650-01 PA-1650-02 0225C1965 ADP-65HB 0335A1965 2521974R API3AD03 PA-1600-06,19,2.5,1,9,9,1.0,9,9,Unknown,Home Audio & Theater,11.5,89970.0,45.77777777777778,0.6666666666666666
1519,B002V1F862,3.5714285714285716,LB1 High Performance &reg; Pro Series New Laptop/Notebook Battery for IBM Thinkpad T20/T21/T22/T23 02K6620 02K6621 02K6626 02K6627 02K6644 02K6649 02K7025 02K7026 02K7028 02K7032 2647 LBCIB18,25,,4,7,7,1.0,7,7,Laptop Battery 1,Computers,24.47,209491.0,42.57142857142857,0.42857142857142855
1520,B002V1H3UQ,4.25,"Yamaha NS-AW592BL 150 Watt 6.5-Inch Cone All-Weather Speakers (1 Pair, Black)",11,6.0,2,12,12,1.0,12,12,Yamaha Audio,Home Audio & Theater,7.69,74126.0,62.166666666666664,0.9166666666666666
1521,B002V41X2M,4.5,DPC2100 DOCSIS 2.0 Cable Modem,5,5.7,2,168,168,0.9523809523809523,168,168,Cisco,Computers,6.28,92053.0,50.125,0.7797619047619048
1522,B002V9U7WY,4.857142857142857,UL Listed Pwr 6 Ft Mickey Mouse Plug Ac Power Supply Cord AC Adapter Laptop Notebook Computer Charger Cable: IEC-60320 IEC320 C5 to NEMA 5-15P,25,3.0,1,35,35,0.8857142857142857,35,35,PWR+,Home Audio & Theater,6.65,2153.0,15.028571428571428,1.0
1523,B002VANJ4Q,4.461538461538462,CAR Charger 90W 65W for Toshiba Satellite Portege Tecra Laptop Auto DC Adapter: PA3516U-1ACA PA5180U-1ACA PA3467U-1ACA PA3714U-1ACA PA3917U-1ACA PA3715U-1ACA Power Cord,21,,2,13,13,1.0,13,13,PWR+,Computers,24.47,120710.0,37.84615384615385,0.8461538461538461
1524,B002VMKU1O,3.5531914893617023,Radio Shack Hazard Alert Weather Radio,6,7.7,2,47,47,0.8936170212765957,47,47,RadioShack,Home Audio & Theater,2.0,33137.0,50.87234042553192,0.5957446808510638
1525,B002VX0WH0,4.6,Dayton Audio DA115-8 4 Aluminum Cone Woofer,7,4.0,2,5,5,1.0,5,5,Dayton,Home Audio & Theater,2.0,28832.0,30.0,1.0
1526,B002W2PS2E,3.25,Replacement Plug for Dell Inspiron 1150 13 1318 14 1400 1410 1420 1421 15 1500 1501 Laptop Ac Adapter Notebook Computer Power Battery Charger 90w 19.5v,26,,2,8,8,1.0,8,8,Hawk,Home Audio & Theater,10.99,85650.0,41.875,0.625
1527,B002WCWIR2,4.833333333333333,Peerless by Tymphany BC25SC06-04 1&quot; Textile Dome Tweeter,8,3.0,3,6,6,1.0,6,6,Peerless by Tymphany,Car Electronics,14.13,109991.0,53.166666666666664,1.0
1528,B002WJCQ4U,3.8333333333333335,Supersonic SC-28DVD 2.0 Channel Region Free PAL/NTSC DVD Player with USB,11,12.0,2,12,12,1.0,12,12,Supersonic,All Electronics,2.0,43053.0,43.916666666666664,0.4166666666666667
1529,B002WPMGOY,5.0,"Hospital Grade, Green Dot, Power Cord, Nema 5-15 to C13, 14 AWG, SJT, 15 Amp / 125 Volt, 10 Foot",20,2.8,2,12,12,0.9166666666666666,12,12,CableWholesale,Computers,15.68,73641.0,94.33333333333333,1.0
1530,B002WQ7B9S,4.205128205128205,"Kaito SB-1059 Mini Hand Crank AM/FM Weather Radio, Green",9,6.714285714285714,6,39,39,0.9743589743589743,39,39,Kaito,All Electronics,2.0,113737.0,102.94871794871794,0.7692307692307693
1531,B002X786XQ,4.241379310344827,Rockford Fosgate Prime R152-S 5.25-Inch Component Speaker System,8,5.0,4,58,58,0.9655172413793104,58,58,Rockford Fosgate,Car Electronics,7.43,55562.0,48.51724137931034,0.8620689655172413
1532,B002X786Y0,4.6103896103896105,Rockford Fosgate Prime R1T-S 1-Inch Tweeter Kit,7,7.222222222222222,2,77,77,0.935064935064935,77,77,Rockford Fosgate,Car Electronics,6.04,4693.0,39.01298701298701,0.9090909090909091
1533,B002X8VF4C,4.6923076923076925,Boyo VTL375 Ultra Slim Zinc Metal Black License Plate Camera,10,10.2,3,26,26,0.9615384615384616,26,26,Boyo,Car Electronics,10.12,144372.0,89.3076923076923,0.9230769230769231
1534,B002X91AHI,4.571428571428571,Boyo VTL275 Rear-view camera with chrome license plate frame,9,2.5,6,7,7,0.8571428571428571,7,7,Boyo,Car Electronics,10.12,75764.0,147.0,1.0
1535,B002XF0Q7M,4.769230769230769,"Zoom H4n Handy Mobile 4-Track Recorder - Bundle w/16GB Class 10 SDHC Card, Stereo 3.5mm Mini Phono Male to Two RCA Males Y-Cable, 3.5mm to 3.5mm Stereo Output Cable, Zoom RC-4 Remote Control",33,9.4,3,26,26,0.9615384615384616,26,26,Zoom,All Electronics,11.28,63881.0,40.38461538461539,0.9230769230769231
1536,B002YC0N4K,3.380952380952381,Sony PRS900BCKIT Reader Daily Edition (Black),6,15.866666666666667,10,21,21,0.2857142857142857,21,21,Sony,Home Audio & Theater,12.55,238969.0,349.14285714285717,0.47619047619047616
1537,B002YETVVE,4.01980198019802,"TP-Link Wireless N150 Access Point, 2.4Ghz 150Mbps, 802.11b/g/n, AP/Client/Bridge/Repeater, 4dBi, Passive POE (TL-WA701ND)",13,19.5,3,101,101,0.9504950495049505,101,101,TP-LINK,All Electronics,2.54,45442.0,75.42574257425743,0.7128712871287128
1538,B002YPS6T6,4.748826291079812,"Micca M-8C 8 Inch 2-Way In-Ceiling In-Wall Speaker with Pivoting 1&quot; Silk Dome Tweeter (Each, White)",16,7.261363636363637,2,426,426,0.971830985915493,426,426,Micca,Home Audio & Theater,2.0,2344.0,73.73708920187794,0.9647887323943662
1539,B002YT8A2A,3.4210526315789473,Alert Works EAR-10 Weather Alert All Hazard Radio (Black),9,7.0,3,19,19,0.7894736842105263,19,19,Alert Works,Home Audio & Theater,2.0,36193.0,88.73684210526316,0.47368421052631576
1540,B002YTX6L0,4.581196581196581,"Quirky PPVJP-PK01 Pivot Power POP Junior, Pink",7,10.714285714285714,5,117,117,0.9829059829059829,117,117,Quirky,Home Audio & Theater,2.0,110547.0,23.803418803418804,0.9145299145299145
1541,B002YVLTDK,3.588235294117647,"Quirky PWRPP-PK01 Wrapster POP, Pink",5,6.571428571428571,6,85,85,0.9529411764705882,85,85,Quirky,Home Audio & Theater,5.98,101297.0,31.68235294117647,0.6352941176470588
1542,B002YWKSKO,4.2,"Sanyo Fisher Stylus. Used on Crosley, Emerson, Magnavox, Philco and Philips Turntables",12,,6,5,5,0.8,5,5,Empire Scientific,All Electronics,8.5,209451.0,35.2,0.6
1543,B002ZKJSCY,3.6052631578947367,"Bay Valley Parts New 6-Cell Laptop Battery Replacement for Dell Studio WU946 1558 1555 1537 1535 PP39L PP33L 1536, fits P/N WU946 MT264 Notebook Battery",25,24.0,7,38,38,0.9736842105263158,38,38,Bay Valley Parts,Computers,15.83,120590.0,36.0,0.7105263157894737
1544,B002ZU7HH2,4.6,MANHATTAN Desktop Hi-Speed 2.0 USB Hub,6,,3,10,10,1.0,10,10,Manhattan Products,Computers,2.54,260428.0,40.4,1.0
1545,B0030CNHLY,4.538461538461538,Yamaha Natural Sound Custom Easy-to-install In-Ceiling Flush Mount 2-Way 120 watts Speaker (Set of 4) with 1,17,5.333333333333333,16,13,13,0.9230769230769231,13,13,YAMAHA,Home Audio & Theater,13.58,98659.0,43.92307692307692,1.0
1546,B0030CPJPG,4.8,Yamaha In-Ceiling 2-Way 120 watts Natural Sound Custom Easy-to-install Speakers (Set of 6) with 1&quot; Tweeters &amp; 8&quot; Woofer for 1 Large Room or Several Smaller Rooms,27,,4,5,5,1.0,5,5,Yamaha,Home Audio & Theater,10.97,166128.0,18.2,1.0
1547,B0030ER9R0,4.418918918918919,Dell Slim 150-Watt AC Adapter Charger with Power Cord for Dell Alienware M15x / Alienware M14x,16,2.0,6,74,74,0.9864864864864865,74,74,Dell,Computers,60.0,52102.0,26.283783783783782,0.8513513513513513
1548,B0030FI3W4,4.776470588235294,BongoTies Original Bongo Ties A5-01 ~ 10 Pack,8,6.333333333333333,4,85,85,0.9294117647058824,85,85,BongoTies,All Electronics,6.99,5201.0,31.235294117647058,0.9294117647058824
1549,B0030OA0PS,4.428571428571429,"Replacement AC Adapter/Power Supply For Acer Aspire One D250-1151, D250-1163, D250-1165 Series Netbook",13,,2,14,14,1.0,14,14,GEP,Computers,12.54,195197.0,38.357142857142854,0.9285714285714286
1550,B0030OC49S,4.222222222222222,"19V Replacement AC Adapter/Battery Charger/Power Supply For Acer Aspire One D250-1026, D250-1042, D250-1070 Series Netbook",15,,2,9,9,1.0,9,9,GEP,Home Audio & Theater,10.99,155443.0,23.88888888888889,0.7777777777777778
1551,B0030W10I6,4.009478672985782,Cable Shield Cord Cover - Model: CSX-4 - Length: 59&quot; - Color: Brown,13,8.55,5,211,211,0.976303317535545,211,211,Electriduct,Home Audio & Theater,2.54,129300.0,46.654028436018955,0.7725118483412322
1552,B0030W6WP2,4.476190476190476,1&quot; Heavy Duty Nylon Cable Clamps - 100pcs | Black,10,2.0,2,21,21,1.0,21,21,Electriduct,Home Audio & Theater,18.99,278070.0,12.0,0.9523809523809523
1553,B00318KAQ2,4.24,Soundstream Bx10x Bass Reconstruction Processor -Black,6,7.285714285714286,1,25,25,0.96,25,25,Soundstream,Car Electronics,48.09,11462.0,43.88,0.84
1554,B0031GJR6S,4.916666666666667,AMD Athlon 64 X2 6000+ 3.1GHz 2x512KB Socket AM2 Dual-Core CPU,11,2.0,3,12,12,1.0,12,12,AMD,Computers,19.58,209003.0,32.333333333333336,0.9166666666666666
1555,B003214YBU,4.026315789473684,Gaisar Super-Capacity Laptop Replacement Battery for Dell compatible models Li-ion 11.1V 7800mAh 86wHr 9 Cells One Year Warranty,18,7.0,12,38,38,0.9736842105263158,38,38,Bay Valley Parts,Computers,24.47,53922.0,43.0,0.7368421052631579
1556,B00329NYK4,3.3863636363636362,Absolute TW-800 800WATTS MAX High Efficiency Dome Tweeter with Built-in crossover (PAIR),12,7.444444444444445,3,88,88,0.9545454545454546,88,88,Absolute,Car Electronics,8.39,54425.0,26.068181818181817,0.625
1557,B0032FOKEW,4.233502538071066,"BOSS Audio CX8 Car Subwoofer - 400 Watts Maximum Power, 8 Inch, Single 4 Ohm Voice Coil, Easy Mounting (Sold Individually)",21,4.689655172413793,3,197,197,0.8934010152284264,197,197,BOSS Audio Systems,Car Electronics,4.0,43092.0,36.48730964467005,0.8375634517766497
1558,B0032FOKRE,4.131868131868132,"BOSS Audio P45.4C 250 Watt (Per Pair), 4 Inch, Full Range, 4 Way Car Speakers (Sold in Pairs)",18,4.375,3,91,91,0.9010989010989011,91,91,BOSS Audio Systems,Car Electronics,4.0,28340.0,45.61538461538461,0.8241758241758241
1559,B0032OBDNY,4.8,PRB FRX23.6 Turntable Belt 23.6 Inch Circumference,7,4.666666666666667,3,55,55,1.0,55,55,Unknown,Home Audio & Theater,0.91,34889.0,31.21818181818182,0.9636363636363636
1560,B0032R6CPK,3.4205128205128204,Laptop Notebook Cooler Pad with 3 Fans,7,6.5,2,195,195,0.9538461538461539,195,195,SANOXY,Computers,15.99,125616.0,63.77948717948718,0.6153846153846154
1561,B003329V4S,4.846153846153846,"1GB RAM Memory Upgrade for the iBook G4 and Powerbook G4 Apple notebooks (DDR-333, PC2700, SODIMM)",16,7.0,2,13,13,1.0,13,13,4AllDeals,Computers,2.0,188573.0,31.53846153846154,0.9230769230769231
1562,B0033Q4O6O,2.6,"battery_king 10.80V,4600mAh,Li-Polymer,Replacement Laptop Battery for APPLE MacBook Pro 15 inches",10,3.0,10,10,10,0.9,10,10,battery_king,Computers,68.99,419140.0,90.2,0.4
1563,B0033WSDYC,3.740740740740741,"Sangean DDR-63 All-in-One Table Top with WiFi Internet, FM-RDS/Aux In/ CD/USB/iPod Cradle in Acoustically Designed Wooden Cabinet WITH FREE BLUETOOTH MUSIC RECEIVER",22,14.615384615384615,2,27,27,1.0,27,27,Sangean,Home Audio & Theater,13.7,134216.0,192.37037037037038,0.5185185185185185
1564,B0033WSDYM,4.455598455598456,Sangean FB-100 Fatbox Rugged Industrial AM/FM Radio,7,12.215384615384615,4,259,259,0.9343629343629344,259,259,Sangean,Home Audio & Theater,12.21,37094.0,88.33204633204633,0.8725868725868726
1565,B0035HJPWY,4.545454545454546,Pwr UL Listed Charger Hp-Spectre X360 15 Stream 11 13 14 Elitebook Folio 1040 G2 G3 Split 13 Pavilion-X360 M3 Touchsmart 15 13 M6 250 255 G4 G5 355 455 Extra Long 12 Ft AC Adapter Power Cord,38,3.142857142857143,2,22,22,0.9545454545454546,22,22,PWR+,Computers,17.99,25084.0,24.227272727272727,0.9545454545454546
1566,B0035HOW0E,4.496551724137931,UL Listed Pwr 65W 45W 14 Ft Extra Long AC Adapter Charger for HP 741727-001 710412-001 693711-001 740015-001 740015-002 740015-003 740015-004 741553-850 HSTNN-CA40 HSTNN-DA40 HSTNN-AA44 H6Y88AA Laptop,27,4.294117647058823,5,145,145,0.9448275862068966,145,145,PWR+,Computers,19.99,19576.0,43.52413793103448,0.8344827586206897
1567,B0035P2ISY,3.838709677419355,"Coby MP601-4GBLK 1.4-Inch Video MP3 Player with FM, 4 GB Flash Memory (Black) (Discontinued by manufacturer)",16,2.75,6,31,31,0.8709677419354839,31,31,Coby,Home Audio & Theater,6.0,199845.0,75.03225806451613,0.7419354838709677
1568,B0035X1EC2,4.222222222222222,"Tecsun Radio PL-380 DSP Fm Am Stereo World Band Receiver,Small Size Radio",12,8.333333333333334,7,36,36,0.7777777777777778,36,36,Tecsun,Home Audio & Theater,2.0,33141.0,113.94444444444444,0.8055555555555556
1569,B0036CGZEE,4.123076923076923,Theater Solutions SUB8S 250 Watt Surround Sound HD Home Theater Slim Powered Active Subwoofer (Black),15,8.526315789473685,10,65,65,0.9076923076923077,65,65,Theater Solutions,Home Audio & Theater,7.65,8716.0,81.27692307692308,0.8
1570,B0036NR2UY,3.6666666666666665,Universal Pair of Tview T110pl-grey Headrests with 11.2 Inch Car Monitors,11,7.0,2,6,6,1.0,6,6,T-View,Car Electronics,9.06,230048.0,92.16666666666667,0.8333333333333334
1571,B0036Q7QIO,4.666666666666667,Skque Clear Silicone Skin Case for Apple Macbook Pro 15.4/17 Inch Series Keyb...,13,5.0,6,6,6,0.8333333333333334,6,6,Case,Computers,8.72,501346.0,62.833333333333336,1.0
1572,B00377T284,3.8333333333333335,Sylvania SMPK4083 4 GB Video MP3 Player with Full Color Screen (Graphite),12,16.0,2,12,12,0.9166666666666666,12,12,Curtis,Home Audio & Theater,37.99,420127.0,55.666666666666664,0.75
1573,B00378KMF0,4.6189111747851,"Polk Audio Atrium 4 Outdoor Speakers (Pair, Black)",8,12.82857142857143,2,349,349,0.9426934097421203,349,349,Polk Audio,Home Audio & Theater,6.14,3247.0,44.24355300859599,0.9283667621776505
1574,B0037P7RUG,4.714285714285714,NEW KICKER CVX12 12&quot; 1500W 4-Ohm Comp VX Car Audio Subwoofer Sub 10CXV124 CVX,14,5.5,4,7,7,0.8571428571428571,7,7,Kicker,All Electronics,11.17,36017.0,55.0,1.0
1575,B0037YZLOG,4.0,Lanzar MX573 Max Series 5-Inch x 7-Inch 440-Watt 3-Way Coaxial Speakers (Pair),12,5.6,2,92,92,0.9782608695652174,92,92,Lanzar,Car Electronics,4.0,52308.0,53.40217391304348,0.7717391304347826
1576,B0038097RG,4.166666666666667,Sony ICFP26 Portable AM/FM Radio,5,,2,6,6,0.8333333333333334,6,6,Sony,Home Audio & Theater,2.0,755.0,11.666666666666666,0.8333333333333334
1577,B003819R2U,3.5949367088607596,iMicro SP-IMTP331 Headset With Microphone,5,9.5,3,79,79,0.9620253164556962,79,79,iMicro,All Electronics,5.99,34380.0,56.177215189873415,0.6455696202531646
1578,B00381EP54,4.8,Definitive Technology Di 6.5 LCR In Wall Speaker (Single),9,4.666666666666667,2,5,5,1.0,5,5,Definitive Technology,Home Audio & Theater,16.88,153186.0,113.2,1.0
1579,B00383PB0U,4.140186915887851,Sony CFDS05 CD Radio Cassette Recorder Boombox Speaker System (Discontinued by Manufacturer),12,23.96875,6,214,214,0.8130841121495327,214,214,Sony,Home Audio & Theater,11.17,45580.0,77.71028037383178,0.8084112149532711
1580,B00384Y9G6,3.8484848484848486,"Pyle Stereo Radio Headunit Receiver &amp; Waterproof Speaker Kit, Aux (3.5mm) MP3 Input, USB/MP3 Reader, CD Player, Remote Control, Includes (4) 6.5'' Speakers, Single DIN (White)",26,10.833333333333334,2,33,33,0.9696969696969697,33,33,Pyle,Car Electronics,14.88,135022.0,44.75757575757576,0.7272727272727273
1581,B00385YJGK,3.9411764705882355,Innovative DTV Solutions DPT170D+ 7-Inch Portable Digital TV,8,7.0,5,17,17,0.8235294117647058,17,17,"INNOVATIVE DTV SOLUTIONS, INC.",All Electronics,149.9,231744.0,100.94117647058823,0.7058823529411765
1582,B00387E5BM,4.4743589743589745,Sony ICD-PX820 Digital Voice Recorder (Black),6,26.75862068965517,4,78,78,0.8205128205128205,78,78,Sony,All Electronics,9.98,113519.0,130.51282051282053,0.8974358974358975
1583,B00387E5BW,4.875,Sony ICD-UX200 Digital Voice Recorder with Built-In Stereo Microphone (Silver),10,8.8,5,16,16,0.875,16,16,Sony,All Electronics,16.44,251133.0,112.125,1.0
1584,B00387E5C6,4.5,Sony ICD-UX200RED Digital Voice Recorder with Built-In 2 GB Flash Memory (Red),12,4.0,4,6,6,0.8333333333333334,6,6,Sony,All Electronics,16.44,325283.0,79.16666666666667,0.8333333333333334
1585,B0038C5FWA,3.7,Sherwood RD-5405 350 Watt 5.1 Receiver with HDMI Switching and AM/FM Stereo (Black) (Discontinued by Manufacturer),16,30.333333333333332,2,10,10,0.8,10,10,Sherwood,Home Audio & Theater,149.99,264481.0,88.8,0.6
1586,B0038J84NU,4.090909090909091,"KOREAN-ENGLISH NON-TRANSPARENT KEYBOARD STICKER ON BLACK BACKGROUND FOR DESKTOP, LAPTOP AND NOTEBOOK",12,3.0,13,11,11,0.9090909090909091,11,11,4Keyboard,Computers,4.92,74801.0,20.727272727272727,0.8181818181818182
1587,B0038PQCQK,4.3478260869565215,Wacom Cintiq 21UX DTK-2100 21-inch Pen Display - Graphics Monitor with Digital Pen,13,22.09090909090909,2,23,23,0.5652173913043478,23,23,Wacom,All Electronics,850.0,232462.0,222.2173913043478,0.6521739130434783
1588,B0038W0J0I,4.357142857142857,Sony STR-DH710 7.1-channel A/V Receiver with 6 HD Inputs [3D Compatible] (Discontinued by Manufacturer),14,13.285714285714286,4,14,14,0.7142857142857143,14,14,Sony,Home Audio & Theater,195.99,444374.0,334.92857142857144,0.6428571428571429
